Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,DeliveryMissing,Gender,Name,City,State Code,State_x,Zip Code,Country_x,Continent,Birthday,Product Name,Brand,Color,Unit Cost USD,Unit Price USD,SubcategoryKey,Subcategory,CategoryKey,Category,Country_y,State_y,Square Meters,Open Date,Exchange
506000,1,2016-05-20,2016-05-29,1750248,0,75,1,USD,False,Female,Amy Jones,Schaumburg,IL,Illinois,60173,United States,North America,1998-07-14,NT Bluetooth Active Headphones E202 White,Northwind Traders,White,17.45,37.95,106,Bluetooth Headphones,1,Audio,Online,Online,1402.1969696969697,2010-01-01,1.0
506002,1,2016-05-20,2016-05-25,918835,0,1599,6,GBP,False,Male,Nathan Baxter,ALLANGILLFOOT,Dumfriesshire,Dumfriesshire,DG13 5SP,United Kingdom,Europe,1986-10-09,SV DVD External DVD Burner M200 Blue,Southridge Video,Blue,26.62,57.88,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,0.6864
506005,1,2016-05-20,2016-05-27,997457,0,403,5,GBP,False,Male,Freddie Austin,GLANRHYD,Ceredigion,Ceredigion,SA43 5HD,United Kingdom,Europe,1983-03-28,WWI Laptop15 M0150 Blue,Wide World Importers,Blue,321.44,699.0,301,Laptops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.6864
506005,2,2016-05-20,2016-05-27,997457,0,1486,4,GBP,False,Male,Freddie Austin,GLANRHYD,Ceredigion,Ceredigion,SA43 5HD,United Kingdom,Europe,1983-03-28,The Phone Company Smart phones 320 x 320 M86 Grey,The Phone Company,Grey,132.44,288.0,504,Smart phones & PDAs,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.6864
506007,1,2016-05-20,2016-05-25,1790366,0,2457,3,USD,False,Female,Katherine Graves,Anchorage,AK,Alaska,99501,United States,North America,1980-04-25,Litware USB Foam Fan E1301 Black,Litware,Black,10.19,19.99,808,Fans,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,1.0
507001,1,2016-05-21,2016-06-01,286857,0,100,1,CAD,False,Female,Phyllis Chill,Toronto,ON,Ontario,M3B 2W6,Canada,North America,1982-12-29,WWI Wireless Bluetooth Stereo Headphones M170 White,Wide World Importers,White,55.18,120.0,106,Bluetooth Headphones,1,Audio,Online,Online,1402.1969696969697,2010-01-01,1.3106
507001,3,2016-05-21,2016-06-01,286857,0,1239,3,CAD,False,Female,Phyllis Chill,Toronto,ON,Ontario,M3B 2W6,Canada,North America,1982-12-29,"Fabrikam Social Videographer 2/3"" 17mm E100 Blue",Fabrikam,Blue,80.55,158.0,405,Camcorders,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,1.3106
507003,1,2016-05-21,2016-06-01,524697,0,1549,4,EUR,False,Male,Torsten Schwartz,Staffelstein,BY,Freistaat Bayern,96225,Germany,Europe,1963-03-25,The Phone Company PDA Handheld 4.7 inch L650 Silver,The Phone Company,Silver,128.88,389.0,504,Smart phones & PDAs,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.8913
509000,1,2016-05-23,2016-06-01,1697895,0,189,4,USD,False,Female,Nathalie Baker,Fort Kent,ME,Maine,4743,United States,North America,1981-07-27,SV 16xDVD M360 Silver,Southridge Video,Silver,58.36,126.9,202,VCD & DVD,2,TV and Video,Online,Online,1402.1969696969697,2010-01-01,1.0
510000,1,2016-05-24,2016-05-31,627709,0,2247,1,EUR,False,Male,William Lamour,BOURGES,CE,Centre,18000,France,Europe,1939-12-23,WWI Floor Lamp M215 Silver,Wide World Importers,Silver,155.89,339.0,806,Lamps,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,0.8954
511005,1,2016-05-25,2016-06-05,1240904,0,105,9,USD,False,Male,Marion Stromain,Toms River,NJ,New Jersey,8753,United States,North America,1979-06-23,WWI Wireless Bluetooth Stereo Headphones M270 Pink,Wide World Importers,Pink,52.88,115.0,106,Bluetooth Headphones,1,Audio,Online,Online,1402.1969696969697,2010-01-01,1.0
511005,2,2016-05-25,2016-06-05,1240904,0,452,1,USD,False,Male,Marion Stromain,Toms River,NJ,New Jersey,8753,United States,North America,1979-06-23,WWI Desktop PC1.60 E1600 Red,Wide World Importers,Red,112.14,219.95,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
511005,3,2016-05-25,2016-06-05,1240904,0,1681,2,USD,False,Male,Marion Stromain,Toms River,NJ,New Jersey,8753,United States,North America,1979-06-23,MGS Hand Games men M300 Silver,Tailspin Toys,Silver,3.17,6.89,701,Boxed Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,1.0
511005,4,2016-05-25,2016-06-05,1240904,0,277,7,USD,False,Male,Marion Stromain,Toms River,NJ,New Jersey,8753,United States,North America,1979-06-23,Contoso Home Theater System 4.1 Channel M1420 White,Contoso,White,244.72,480.0,203,Home Theater System,2,TV and Video,Online,Online,1402.1969696969697,2010-01-01,1.0
511005,5,2016-05-25,2016-06-05,1240904,0,1667,7,USD,False,Male,Marion Stromain,Toms River,NJ,New Jersey,8753,United States,North America,1979-06-23,MGS Hand Games for kids E300 Black,Tailspin Toys,Black,2.8,5.5,701,Boxed Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,1.0
512000,1,2016-05-26,2016-06-01,539789,0,107,1,EUR,False,Female,Monika Oster,Wellheim,BY,Freistaat Bayern,91809,Germany,Europe,1975-04-14,WWI Stereo Bluetooth Headphones New Generation M370 White,Wide World Importers,White,61.16,132.99,106,Bluetooth Headphones,1,Audio,Online,Online,1402.1969696969697,2010-01-01,0.8954
512000,2,2016-05-26,2016-06-01,539789,0,1657,8,EUR,False,Female,Monika Oster,Wellheim,BY,Freistaat Bayern,91809,Germany,Europe,1975-04-14,Contoso DVD 12-Inch Player Portable M400 White,Contoso,White,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,0.8954
514006,1,2016-05-28,2016-06-02,608957,0,604,1,EUR,False,Female,Claude Adler,FRÉJUS,PA,Provence-Alpes-Côte d'Azur,83600,France,Europe,1980-03-03,Contoso Projector 480p M481 Silver,Contoso,Silver,254.4,499.0,305,Projectors & Screens,3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.8954
514006,2,2016-05-28,2016-06-02,608957,0,136,2,EUR,False,Female,Claude Adler,FRÉJUS,PA,Provence-Alpes-Côte d'Azur,83600,France,Europe,1980-03-03,"Adventure Works 20"" LCD HDTV M120 Brown",Adventure Works,Brown,160.93,349.95,201,Televisions,2,TV and Video,Online,Online,1402.1969696969697,2010-01-01,0.8954
514006,3,2016-05-28,2016-06-02,608957,0,1658,7,EUR,False,Female,Claude Adler,FRÉJUS,PA,Provence-Alpes-Côte d'Azur,83600,France,Europe,1980-03-03,Contoso DVD 7-Inch Player Portable E200 White,Contoso,White,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,0.8954
514006,4,2016-05-28,2016-06-02,608957,0,1702,1,EUR,False,Female,Claude Adler,FRÉJUS,PA,Provence-Alpes-Côte d'Azur,83600,France,Europe,1980-03-03,SV Hand Games for Office worker L28 Red,Southridge Video,Red,5.63,16.99,701,Boxed Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,0.8954
514011,1,2016-05-28,2016-06-04,1531024,0,1704,2,USD,False,Female,Andrea Neighbors,Oakland,CA,California,94612,United States,North America,1938-04-10,SV Hand Games for students E40 Silver,Southridge Video,Silver,3.56,6.99,701,Boxed Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,1.0
514011,2,2016-05-28,2016-06-04,1531024,0,456,3,USD,False,Female,Andrea Neighbors,Oakland,CA,California,94612,United States,North America,1938-04-10,WWI Desktop PC2.30 M2300 White,Wide World Importers,White,257.06,559.0,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
514013,1,2016-05-28,2016-06-07,1052960,0,507,1,GBP,False,Female,Rosie Hussain,GLENQUIECH,Angus,Angus,DD8 5JZ,United Kingdom,Europe,1996-05-27,Adventure Works LCD20 M210 White,Adventure Works,White,119.11,259.0,304,Monitors,3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.6827
518000,1,2016-06-01,2016-06-08,1275496,0,1577,3,USD,False,Female,Anette Sawyers,Providence,RI,Rhode Island,2908,United States,North America,1996-10-11,SV DVD Recorder L200 Black,Southridge Video,Black,72.56,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.0
518000,2,2016-06-01,2016-06-08,1275496,0,66,5,USD,False,Female,Anette Sawyers,Providence,RI,Rhode Island,2908,United States,North America,1996-10-11,NT Bluetooth Stereo Headphones E52 Blue,Northwind Traders,Blue,13.1,25.69,106,Bluetooth Headphones,1,Audio,Online,Online,1402.1969696969697,2010-01-01,1.0
518008,1,2016-06-01,2016-06-09,1292543,0,434,1,USD,False,Female,Kathryn Rast,Pittsburgh,PA,Pennsylvania,15212,United States,North America,1995-09-20,Adventure Works Desktop PC2.30 MD230 White,Adventure Works,White,275.46,599.0,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
518008,2,2016-06-01,2016-06-09,1292543,0,46,2,USD,False,Female,Kathryn Rast,Pittsburgh,PA,Pennsylvania,15212,United States,North America,1995-09-20,WWI 1GB Pulse Smart pen E50 White,Wide World Importers,White,76.45,149.95,104,Recording Pen,1,Audio,Online,Online,1402.1969696969697,2010-01-01,1.0
518010,1,2016-06-01,2016-06-08,1199531,0,1464,1,GBP,False,Female,Emily Vincent,IRONSIDE,Aberdeenshire,Aberdeenshire,AB53 4BU,United Kingdom,Europe,1974-05-26,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Contoso,Black,118.65,258.0,503,Touch Screen Phones,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.6923
518010,2,2016-06-01,2016-06-08,1199531,0,1362,1,GBP,False,Female,Emily Vincent,IRONSIDE,Aberdeenshire,Aberdeenshire,AB53 4BU,United Kingdom,Europe,1974-05-26,Contoso Phone with 13-Number Memory (210) M301 White,Contoso,White,7.81,16.99,501,Home & Office Phones,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.6923
518010,3,2016-06-01,2016-06-08,1199531,0,1422,1,GBP,False,Female,Emily Vincent,IRONSIDE,Aberdeenshire,Aberdeenshire,AB53 4BU,United Kingdom,Europe,1974-05-26,The Phone Company Sharp Touch Screen Phones M910 Black,The Phone Company,Black,138.42,301.0,503,Touch Screen Phones,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.6923
518010,4,2016-06-01,2016-06-08,1199531,0,1669,8,GBP,False,Female,Emily Vincent,IRONSIDE,Aberdeenshire,Aberdeenshire,AB53 4BU,United Kingdom,Europe,1974-05-26,MGS Hand Games men M300 Black,Tailspin Toys,Black,3.17,6.89,701,Boxed Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,0.6923
518010,5,2016-06-01,2016-06-08,1199531,0,1660,2,GBP,False,Female,Emily Vincent,IRONSIDE,Aberdeenshire,Aberdeenshire,AB53 4BU,United Kingdom,Europe,1974-05-26,Contoso DVD 15-Inch Player Portable L200 White,Contoso,White,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,0.6923
518010,6,2016-06-01,2016-06-08,1199531,0,1643,2,GBP,False,Female,Emily Vincent,IRONSIDE,Aberdeenshire,Aberdeenshire,AB53 4BU,United Kingdom,Europe,1974-05-26,Contoso DVD External DVD Burner M200 Grey,Contoso,Grey,26.62,57.88,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,0.6923
519004,1,2016-06-02,2016-06-07,496095,0,154,9,EUR,False,Male,Tom Drescher,Lindenau,SN,Freistaat Sachsen,8289,Germany,Europe,1951-07-05,"Adventure Works 26"" 720p LCD HDTV M140 Black",Adventure Works,Black,216.12,469.97,201,Televisions,2,TV and Video,Online,Online,1402.1969696969697,2010-01-01,0.8938
519004,2,2016-06-02,2016-06-07,496095,0,1438,2,EUR,False,Male,Tom Drescher,Lindenau,SN,Freistaat Sachsen,8289,Germany,Europe,1951-07-05,The Phone Company Pen Touch Screen Phones M320 Grey,The Phone Company,Grey,133.36,290.0,503,Touch Screen Phones,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.8938
519004,3,2016-06-02,2016-06-07,496095,0,951,9,EUR,False,Male,Tom Drescher,Lindenau,SN,Freistaat Sachsen,8289,Germany,Europe,1951-07-05,A. Datum Consumer Digital Camera E100 Black,A. Datum,Black,143.26,281.0,401,Digital Cameras,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,0.8938
520004,1,2016-06-03,2016-06-10,1742438,0,1810,8,USD,False,Female,Margaret Merritt,Tampa,FL,Florida,33634,United States,North America,1941-08-02,MGS Bicycle Card Games2009 E166,Tailspin Toys,Blue,16.31,32.0,702,Download Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,1.0
520004,2,2016-06-03,2016-06-10,1742438,0,2088,3,USD,False,Female,Margaret Merritt,Tampa,FL,Florida,33634,United States,North America,1941-08-02,Contoso Water Heater 2.6GPM E0900 White,Contoso,White,258.99,508.0,804,Water Heaters,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,1.0
520004,3,2016-06-03,2016-06-10,1742438,0,496,3,USD,False,Female,Margaret Merritt,Tampa,FL,Florida,33634,United States,North America,1941-08-02,Adventure Works LCD19W M100 Black,Adventure Works,Black,82.32,179.0,304,Monitors,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
520004,4,2016-06-03,2016-06-10,1742438,0,1909,1,USD,False,Female,Margaret Merritt,Tampa,FL,Florida,33634,United States,North America,1941-08-02,Fabrikam Refrigerator 24.7CuFt X9800 Silver,Fabrikam,Silver,1060.22,3199.99,802,Refrigerators,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,1.0
520005,1,2016-06-03,2016-06-11,1677457,0,2250,2,USD,False,Male,Todd Cully,Berlin,NJ,New Jersey,8009,United States,North America,1961-08-07,WWI Wall Lamp E215 Silver,Wide World Importers,Silver,61.17,119.99,806,Lamps,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,1.0
520005,2,2016-06-03,2016-06-11,1677457,0,61,3,USD,False,Male,Todd Cully,Berlin,NJ,New Jersey,8009,United States,North America,1961-08-07,WWI 2GB Spy Video Recorder Pen M300 Black,Wide World Importers,Black,83.24,181.0,104,Recording Pen,1,Audio,Online,Online,1402.1969696969697,2010-01-01,1.0
520005,3,2016-06-03,2016-06-11,1677457,0,1003,2,USD,False,Male,Todd Cully,Berlin,NJ,New Jersey,8009,United States,North America,1961-08-07,A. Datum Ultra Compact Digital Camera M190 Orange,A. Datum,Orange,75.88,165.0,401,Digital Cameras,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,1.0
520005,4,2016-06-03,2016-06-11,1677457,0,1149,1,USD,False,Male,Todd Cully,Berlin,NJ,New Jersey,8009,United States,North America,1961-08-07,Fabrikam Budget Movie-Maker 1/2'' 3mm E300 Black,Fabrikam,Black,220.25,432.0,405,Camcorders,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,1.0
521002,1,2016-06-04,2016-06-10,556707,0,39,3,EUR,False,Male,Phillipp Koenig,Hamburg Osdorf,HH,Hamburg,22609,Germany,Europe,1958-03-11,Contoso 8GB Clock & Radio MP3 Player X850 Green,Contoso,Green,99.14,299.23,101,MP4&MP3,1,Audio,Online,Online,1402.1969696969697,2010-01-01,0.8965
521002,3,2016-06-04,2016-06-10,556707,0,686,3,EUR,False,Male,Phillipp Koenig,Hamburg Osdorf,HH,Hamburg,22609,Germany,Europe,1958-03-11,Proseware Duplex Scanner M200 Grey,Proseware,Grey,68.52,149.0,306,"Printers, Scanners & Fax",3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.8965
521002,4,2016-06-04,2016-06-10,556707,0,1484,6,EUR,False,Male,Phillipp Koenig,Hamburg Osdorf,HH,Hamburg,22609,Germany,Europe,1958-03-11,The Phone Company Smart phones 160x160 M26 Grey,The Phone Company,Grey,95.65,208.0,504,Smart phones & PDAs,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.8965
521005,1,2016-06-04,2016-06-09,576875,0,38,1,EUR,False,Female,Juliane Hahn,Bayreuth,BY,Freistaat Bayern,95425,Germany,Europe,1968-01-02,Contoso 8GB Clock & Radio MP3 Player X850 Black,Contoso,Black,99.14,299.23,101,MP4&MP3,1,Audio,Online,Online,1402.1969696969697,2010-01-01,0.8965
521006,1,2016-06-04,2016-06-16,259651,0,100,10,CAD,False,Male,Jae Conwell,Liverpool,NS,Nova Scotia,B0T 1K0,Canada,North America,1999-10-05,WWI Wireless Bluetooth Stereo Headphones M170 White,Wide World Importers,White,55.18,120.0,106,Bluetooth Headphones,1,Audio,Online,Online,1402.1969696969697,2010-01-01,1.3084
521006,2,2016-06-04,2016-06-16,259651,0,2496,3,CAD,False,Male,Jae Conwell,Liverpool,NS,Nova Scotia,B0T 1K0,Canada,North America,1999-10-05,Headphone Adapter for Contoso Phone E130 Silver,Contoso,Silver,5.09,9.99,505,Cell phones Accessories,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.3084
521006,3,2016-06-04,2016-06-16,259651,0,313,3,CAD,False,Male,Jae Conwell,Liverpool,NS,Nova Scotia,B0T 1K0,Canada,North America,1999-10-05,SV Car Video TFT6.2W E6282 Silver,Southridge Video,Silver,137.14,269.0,205,Car Video,2,TV and Video,Online,Online,1402.1969696969697,2010-01-01,1.3084
521006,4,2016-06-04,2016-06-16,259651,0,1607,1,CAD,False,Male,Jae Conwell,Liverpool,NS,Nova Scotia,B0T 1K0,Canada,North America,1999-10-05,SV DVD 12-Inch Player Portable M400 Silver,Southridge Video,Silver,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.3084
523005,1,2016-06-06,2016-06-16,1227963,0,1466,2,USD,False,Female,Amy Carter,Denver,CO,Colorado,80202,United States,North America,1949-11-05,Contoso Pen Touch Screen Phones M320 Black,Contoso,Black,133.36,290.0,503,Touch Screen Phones,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.0
524000,1,2016-06-07,2016-06-15,1718597,0,2502,5,USD,False,Female,Frances Williams,Brentwood,TN,Tennessee,37027,United States,North America,1967-09-04,Contoso Touch Stylus Pen E150 Black,Contoso,Black,5.09,9.99,505,Cell phones Accessories,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.0
524000,2,2016-06-07,2016-06-15,1718597,0,1573,2,USD,False,Female,Frances Williams,Brentwood,TN,Tennessee,37027,United States,North America,1967-09-04,SV DVD Player M120 White,Southridge Video,White,27.13,58.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.0
524000,3,2016-06-07,2016-06-15,1718597,0,1311,8,USD,False,Female,Frances Williams,Brentwood,TN,Tennessee,37027,United States,North America,1967-09-04,Contoso Digital Camera/Camcorder USB Cable E324 White,Contoso,White,14.28,28.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,1.0
526004,1,2016-06-09,2016-06-18,875439,0,1128,4,EUR,False,Female,Ilana Bastiaan,Berghem,NB,Noord-Brabant,5351 MV,Netherlands,Europe,1965-01-14,Fabrikam SLR Camera X149 Pink,Fabrikam,Pink,207.74,627.0,402,Digital SLR Cameras,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,0.8816
526008,1,2016-06-09,2016-06-24,351879,0,384,6,CAD,False,Female,Hanna Stewart,Victoria,BC,British Columbia,V8W 2H9,Canada,North America,1954-03-02,Adventure Works Laptop15.4W M1548 Red,Adventure Works,Red,348.58,758.0,301,Laptops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.2747
526011,1,2016-06-09,2016-06-14,793867,0,431,2,EUR,False,Male,Giraldo Zetticci,Brione,TO,Torino,10040,Italy,Europe,1997-03-31,Adventure Works Desktop PC1.80 ED180 Brown,Adventure Works,Brown,188.13,369.0,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.8816
526011,2,2016-06-09,2016-06-14,793867,0,1162,1,EUR,False,Male,Giraldo Zetticci,Brione,TO,Torino,10040,Italy,Europe,1997-03-31,Fabrikam Business Videographer 1/3'' 8.5mm M380 Black,Fabrikam,Black,395.48,860.0,405,Camcorders,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,0.8816
526011,3,2016-06-09,2016-06-14,793867,0,166,1,EUR,False,Male,Giraldo Zetticci,Brione,TO,Torino,10040,Italy,Europe,1997-03-31,SV 16xDVD M300 Black,Southridge Video,Black,54.72,119.0,202,VCD & DVD,2,TV and Video,Online,Online,1402.1969696969697,2010-01-01,0.8816
526012,1,2016-06-09,2016-06-14,848374,0,73,3,EUR,False,Female,Gisella Hoevers,De Lier,ZH,Zuid-Holland,2678 NE,Netherlands,Europe,1997-02-27,NT Wireless Bluetooth Stereo Headphones E102 White,Northwind Traders,White,22.05,47.95,106,Bluetooth Headphones,1,Audio,Online,Online,1402.1969696969697,2010-01-01,0.8816
526012,2,2016-06-09,2016-06-14,848374,0,1478,2,EUR,False,Female,Gisella Hoevers,De Lier,ZH,Zuid-Holland,2678 NE,Netherlands,Europe,1997-02-27,The Phone Company Smart phones Expert M400 Black,The Phone Company,Black,137.96,300.0,504,Smart phones & PDAs,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.8816
528000,1,2016-06-11,2016-06-19,370811,0,2493,1,CAD,False,Male,Richard Mazzarella,Vancouver,BC,British Columbia,V6B 3K9,Canada,North America,1993-05-28,Cigarette Lighter Adapter for Contoso Phones E110 Red,Contoso,Red,12.74,24.99,505,Cell phones Accessories,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.2748
528000,2,2016-06-11,2016-06-19,370811,0,358,3,CAD,False,Male,Richard Mazzarella,Vancouver,BC,British Columbia,V6B 3K9,Canada,North America,1993-05-28,Fabrikam Laptop8.9 E8002 Red,Fabrikam,Red,166.2,326.0,301,Laptops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.2748
531003,1,2016-06-14,2016-06-26,1383884,0,2495,8,USD,False,Female,Shirley Rutherford,Sheboygan Falls,WI,Wisconsin,53085,United States,North America,1988-03-20,Headphone Adapter for Contoso Phone E130 Black,Contoso,Black,5.09,9.99,505,Cell phones Accessories,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.0
531003,2,2016-06-14,2016-06-26,1383884,0,90,10,USD,False,Female,Shirley Rutherford,Sheboygan Falls,WI,Wisconsin,53085,United States,North America,1988-03-20,NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Northwind Traders,Silver,49.69,149.99,106,Bluetooth Headphones,1,Audio,Online,Online,1402.1969696969697,2010-01-01,1.0
531003,3,2016-06-14,2016-06-26,1383884,0,1611,2,USD,False,Female,Shirley Rutherford,Sheboygan Falls,WI,Wisconsin,53085,United States,North America,1988-03-20,SV DVD 9-Inch Player Portable M300 White,Southridge Video,White,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.0
531004,1,2016-06-14,2016-06-21,18493,0,1369,8,AUD,False,Male,George Kevin,TASCOTT,NSW,New South Wales,2250,Australia,Australia,1994-09-27,Contoso Expandable 4-Handset Cordless Phone System M206 White,Contoso,White,20.15,43.81,501,Home & Office Phones,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.361
531007,1,2016-06-14,2016-06-23,817271,0,1690,6,EUR,False,Female,Ihssane Teeuwisse,Zwijndrecht,ZH,Zuid-Holland,3335 EG,Netherlands,Europe,1949-12-09,SV Hand Games for Office worker L28 Yellow,Southridge Video,Yellow,5.63,16.99,701,Boxed Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,0.8909
531007,2,2016-06-14,2016-06-23,817271,0,60,1,EUR,False,Female,Ihssane Teeuwisse,Zwijndrecht,ZH,Zuid-Holland,3335 EG,Netherlands,Europe,1949-12-09,WWI 1GB Digital Voice Recorder Pen E100 White,Wide World Importers,White,79.53,156.0,104,Recording Pen,1,Audio,Online,Online,1402.1969696969697,2010-01-01,0.8909
531007,3,2016-06-14,2016-06-23,817271,0,576,5,EUR,False,Female,Ihssane Teeuwisse,Zwijndrecht,ZH,Zuid-Holland,3335 EG,Netherlands,Europe,1949-12-09,Contoso Projector 1080p X981 Black,Contoso,Black,827.97,2499.0,305,Projectors & Screens,3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.8909
531007,4,2016-06-14,2016-06-23,817271,0,418,4,EUR,False,Female,Ihssane Teeuwisse,Zwijndrecht,ZH,Zuid-Holland,3335 EG,Netherlands,Europe,1949-12-09,Adventure Works Desktop PC1.60 ED160 Silver,Adventure Works,Silver,137.63,269.95,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.8909
531008,1,2016-06-14,2016-06-17,21575,0,244,1,AUD,False,Male,Zac Chumleigh,CRAIGIE,WA,Western Australia,6025,Australia,Australia,1991-12-29,Contoso Home Theater System 5.1 Channel M1500 Black,Contoso,Black,197.28,429.0,203,Home Theater System,2,TV and Video,Online,Online,1402.1969696969697,2010-01-01,1.361
533004,1,2016-06-16,2016-06-27,39246,0,1238,3,AUD,False,Male,Darcy Falconer,MANDALAY,QLD,Queensland,4802,Australia,Australia,1974-10-20,"Fabrikam Social Videographer 1/3"" 8.5mm E200 Blue",Fabrikam,Blue,85.65,168.0,405,Camcorders,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,1.3614
533004,2,2016-06-16,2016-06-27,39246,0,2176,1,AUD,False,Male,Darcy Falconer,MANDALAY,QLD,Queensland,4802,Australia,Australia,1974-10-20,Fabrikam Coffee Maker Super-Auto 12C X125 White,Fabrikam,White,546.68,1650.0,805,Coffee Machines,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,1.3614
533010,1,2016-06-16,2016-06-21,1483567,0,56,1,USD,False,Female,Lynette Becerra,Kingman,AZ,Arizona,86401,United States,North America,1967-08-25,WWI 4GB Video Recording Pen X200 Yellow,Wide World Importers,Yellow,98.07,296.0,104,Recording Pen,1,Audio,Online,Online,1402.1969696969697,2010-01-01,1.0
533010,2,2016-06-16,2016-06-21,1483567,0,1658,5,USD,False,Female,Lynette Becerra,Kingman,AZ,Arizona,86401,United States,North America,1967-08-25,Contoso DVD 7-Inch Player Portable E200 White,Contoso,White,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.0
533010,3,2016-06-16,2016-06-21,1483567,0,1620,5,USD,False,Female,Lynette Becerra,Kingman,AZ,Arizona,86401,United States,North America,1967-08-25,Contoso DVD Player M140 Gold,Contoso,Gold,28.05,60.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.0
534003,1,2016-06-17,2016-06-24,1680728,0,2489,3,USD,False,Male,Mark Wilson,Dayton,OH,Ohio,45402,United States,North America,1947-03-15,Contoso Rubberized Skin BlackBerry E100 Silver,Contoso,Silver,7.64,14.99,505,Cell phones Accessories,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.0
534003,2,2016-06-17,2016-06-24,1680728,0,834,3,USD,False,Male,Mark Wilson,Dayton,OH,Ohio,45402,United States,North America,1947-03-15,Contoso ADSL Modem Splitter/Filter X 2 E200 Grey,Contoso,Grey,11.68,22.9,308,Computers Accessories,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
